id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,cep,subprefeitura,lat,lng,geocode_status,distrito
6000-3,Sexta Feira,Tradicional,Avenida,Ipiranga,700,Sé,01041-000,Sé,-23.5431446,-46.6409172,painel_prefeitura,Republica
6001-1,Sexta Feira,Tradicional,Rua,Vitorio Emanuel,312,Cambuci,01528-030,Sé,-23.5655304,-46.6261903,painel_prefeitura,Liberdade
6002-0,Sexta Feira,Tradicional,Rua,Dom Bosco,100,Cambuci,03105-020,Sé,-23.5553732,-46.6213474,painel_prefeitura,Cambuci
6003-8,Sexta Feira,Tradicional,Rua,Maria Jose C/ Fortaleza,129,Bela ViSanta,01324-010,Sé,-23.5575769,-46.6436118,painel_prefeitura,Bela Vista
6004-6,Sexta Feira,Tradicional,Rua,Henrique Dias,200,Brás,03009-020,Mooca,-23.5364978,-46.6202375,painel_prefeitura,Bras
6005-4,Sexta Feira,Tradicional,Rua,Mato Grosso C/ Para,100,Consolacao,01239-040,Sé,-23.5498362,-46.6577413,painel_prefeitura,Consolacao
6006-2,Sexta Feira,Tradicional,Rua,Cap Pinto Ferreira C/ Batataes,100,Jardim PauliSanta,01423-020,Pinheiros,-23.5722409,-46.655073,painel_prefeitura,Jardim Paulista
6007-0,Sexta Feira,Tradicional,Rua,Alcino Braga C/ Sampaio Viana,219,Paraíso,04004-020,Vila Mariana,-23.5752203,-46.6498478,painel_prefeitura,Vila Mariana
6008-9,Sexta Feira,Tradicional,Praça,Charles Muller,0,Pacaembu,01234-010,Sé,-23.54467,-46.6650304,painel_prefeitura,Consolacao
6009-7,Sexta Feira,Tradicional,Rua,Camaragibe C/ Lopes Chaves,122,Santa Cecilia,01154-010,Sé,-23.5305512,-46.6588522,painel_prefeitura,Santa Cecilia
6010-0,Sexta Feira,Tradicional,Rua,Mariz E Barros,316,Aclimacao,01545-010,Vila Mariana,-23.5816892,-46.6186445,painel_prefeitura,Vila Mariana
6011-9,Sexta Feira,Tradicional,Rua,Costa Aguiar,261,Ipiranga,04204-000,Ipiranga,-23.5761108,-46.6072787,painel_prefeitura,Ipiranga
6012-7,Sexta Feira,Tradicional,Rua,Tupiguaes,260,Santana,02022-040,Santana/Tucuruvi,-23.5052989,-46.6389618,painel_prefeitura,Santana
6013-5,Sexta Feira,Tradicional,Rua,Gandavo C/ Napoleao De Barros,276,Vila Mariana,04023-000,Vila Mariana,-23.5936147,-46.6438116,painel_prefeitura,Vila Mariana
6014-3,Sexta Feira,Tradicional,Rua,Andarai,800,Vila Maria,02117-001,Vila Maria/Vila Guilherme,-23.5236379,-46.5888531,painel_prefeitura,Vila Maria
6015-1,Sexta Feira,Tradicional,Rua,Caetano Desco,155,Casa Verde,02523-080,Casa Verde/Cachoeirinha,-23.5060442,-46.6562919,painel_prefeitura,Casa Verde
6016-0,Sexta Feira,Tradicional,Rua,Dom Antonio Alvarenga,100,Vila Gumercindo,04129-030,Ipiranga,-23.6005805,-46.6233444,painel_prefeitura,Cursino
6017-8,Sexta Feira,Tradicional,Rua,Jose Maria Witaker,1780,Saude,04057-000,Vila Mariana,-23.6156055,-46.6437813,painel_prefeitura,Saude
6018-6,Sexta Feira,Tradicional,Rua,Bom Jesus,50,Alto Da Mooca,03344-000,Mooca,-23.5590636,-46.5761837,painel_prefeitura,Agua Rasa
6019-4,Sexta Feira,Tradicional,Rua,Antonio Camardo,1625,Tatuapé,03309-060,Mooca,-23.548741,-46.5602262,painel_prefeitura,Tatuape
6020-8,Sexta Feira,Tradicional,Rua,Prof Lourival Gomes Machado,100,Vila Santa Terezinha,02021-050,Santana/Tucuruvi,-23.497085,-46.634727,painel_prefeitura,Santana
6021-6,Sexta Feira,Tradicional,Rua,Prof Joaquim Ozorio De Azevedo,200,Jardim São Paulo,02039-050,Santana/Tucuruvi,-23.4923786,-46.6200396,painel_prefeitura,Santana
6023-2,Sexta Feira,Tradicional,Rua,Santo Antonio De Lisboa,550,Vila Ede,02202-120,Vila Maria/Vila Guilherme,-23.4908344,-46.5907471,painel_prefeitura,Vila Medeiros
6024-0,Sexta Feira,Tradicional,Rua,Cesar Pena Ramos,592,Casa Verde,02563-000,Casa Verde/Cachoeirinha,-23.4896052,-46.66637,painel_prefeitura,Limao
6025-9,Sexta Feira,Tradicional,Rua,Salvador Caruso,10,Vila Ipojuca,05054-060,Lapa,-23.5356513,-46.7047317,painel_prefeitura,Lapa
6026-7,Sexta Feira,Tradicional,Alameda,Dos Anapurus,1690,Vila Helena,04087-006,Vila Mariana,-23.6126545,-46.6633713,painel_prefeitura,Moema
6027-5,Sexta Feira,Tradicional,Rua,Santa Catarina,284,Tatuapé,03086-025,Mooca,-23.5304206,-46.5683147,painel_prefeitura,Tatuape
6028-3,Sexta Feira,Tradicional,Rua,Estevao Furquim,428,Nossa Sénhora Do O,02733-000,Freguesia/Brasilândia,-23.4964347,-46.6939148,painel_prefeitura,Freguesia do O
6029-1,Sexta Feira,Tradicional,Praça,Maria Helena Bonelli Palma,355,Vila Rui Barbosa,03732-040,Penha,-23.5108885,-46.5316849,painel_prefeitura,Cangaiba
6030-5,Sexta Feira,Tradicional,Rua,Edgard De Souza,82,Vila Aricanduva,03502-010,Penha,-23.537583,-46.5460264,painel_prefeitura,Vila Matilde
6033-0,Sexta Feira,Tradicional,Rua,Deodoro De Campos,100,Jabaquara,04336-010,Jabaquara,-23.6611649,-46.6424953,painel_prefeitura,Jabaquara
6034-8,Sexta Feira,Tradicional,Avenida,Gal Francisco Morazan,200,Vila Sônia,05626-010,Butantã,-23.5938006,-46.7316163,painel_prefeitura,Vila Sonia
6035-6,Sexta Feira,Tradicional,Rua,Pianco,220,Vila Celeste,03137-070,Vila Prudente,-23.5800401,-46.5745355,painel_prefeitura,Vila Prudente
6036-4,Sexta Feira,Tradicional,Rua,Sinanduva,504,Vila Marieta,03621-010,Penha,-23.518351,-46.5221852,painel_prefeitura,Penha
6037-2,Sexta Feira,Tradicional,Rua,Santo Alexandre,2,Vila Guilhermina,03542-100,Penha,-23.5320503,-46.5160457,painel_prefeitura,Vila Matilde
6038-0,Sexta Feira,Tradicional,Rua,Inhagapi C/ Manaias,275,Vila Zelina,03141-080,Vila Prudente,-23.5895452,-46.5761914,painel_prefeitura,Vila Prudente
6039-9,Sexta Feira,Tradicional,Rua,Grecco,521,Alto Da Mooca,03373-000,Aricanduva/Formosa/Carrão,-23.5751717,-46.5506138,painel_prefeitura,Vila Formosa
6040-2,Sexta Feira,Tradicional,Avenida,Maestro Villa Lobos,384,Tucuruvi,02266-000,Santana/Tucuruvi,-23.4782744,-46.5995249,painel_prefeitura,Tucuruvi
6041-0,Sexta Feira,Tradicional,Rua,Geolandia,1300,Vila Sabrina,02217-000,Vila Maria/Vila Guilherme,-23.493458,-46.5769775,painel_prefeitura,Vila Medeiros
6042-9,Sexta Feira,Tradicional,Rua,Mendonca Drumont,185,Jardim Maringa,03524-030,Penha,-23.5491877,-46.5125948,painel_prefeitura,Vila Matilde
6043-7,Sexta Feira,Tradicional,Rua,Min Ferreira Alves C/ Tucuna,50,Vila Pompeia,05009-060,Lapa,-23.5300201,-46.6849127,painel_prefeitura,Perdizes
6044-5,Sexta Feira,Tradicional,Rua,Angaturama,454,Vila Das Merces,04164-010,Ipiranga,-23.6249196,-46.6085821,painel_prefeitura,Sacoma
6045-3,Sexta Feira,Tradicional,Rua,Baluarte,367,Vila Olimpia,04549-011,Pinheiros,-23.6013871,-46.6756423,painel_prefeitura,Itaim Bibi
6046-1,Sexta Feira,Tradicional,Rua,Helio Vessoni,100,Vila Sinha,08020-220,São Miguel,-23.504993,-46.4422154,painel_prefeitura,Sao Miguel
6047-0,Sexta Feira,Tradicional,Rua,Municipal,10,Vila Re,03661-000,Penha,-23.5215752,-46.5077732,painel_prefeitura,Penha
6048-8,Sexta Feira,Tradicional,Rua,Conceicao Veloso,91,Vila Mariana,04110-120,Vila Mariana,-23.584856,-46.6349608,painel_prefeitura,Vila Mariana
6049-6,Sexta Feira,Tradicional,Rua,Prof Raul Pederneiras,100,Vila Conde Do Pinhal,04205-040,Ipiranga,-23.6196495,-46.600571,painel_prefeitura,Sacoma
6050-0,Sexta Feira,Tradicional,Rua,Antonio Gomes De Oliveira,458,Vila Mirian,02965-000,Freguesia/Brasilândia,-23.4828789,-46.7076371,painel_prefeitura,Freguesia do O
6051-8,Sexta Feira,Tradicional,Rua,Joao Rodrigues Pires,200,Vila Guarani,03280-050,Vila Prudente,-23.582066,-46.537321,painel_prefeitura,Sao Lucas
6052-6,Sexta Feira,Tradicional,Rua,Ursa Menor,286,Jardim Santa Adelia,08330-490,São Mateus,-23.611916,-46.4726034,painel_prefeitura,Sao Mateus
6053-4,Sexta Feira,Tradicional,Rua,Maria Lucia Duarte,35,Vila Mutinga,05172-000,Pirituba/Jaraguá,-23.4830898,-46.7409751,painel_prefeitura,Pirituba
6054-2,Sexta Feira,Tradicional,Rua,Lasar Segal,409,Freguesia Do O,02543-010,Casa Verde/Cachoeirinha,-23.4836606,-46.6588825,painel_prefeitura,Casa Verde
6055-0,Sexta Feira,Tradicional,Avenida,Monte Celeste,200,Limao,02561-000,Casa Verde/Cachoeirinha,-23.4935048,-46.6758894,painel_prefeitura,Limao
6056-9,Sexta Feira,Tradicional,Rua,Santa Edith,100,Jardim Santa Helena,08420-400,Itaquera,-23.5365969,-46.4284607,painel_prefeitura,Jose Bonifacio
6057-7,Sexta Feira,Tradicional,Rua,Tejupa,40,Jabaquara,04350-020,Jabaquara,-23.6426398,-46.6544514,painel_prefeitura,Jabaquara
6058-5,Sexta Feira,Tradicional,Avenida,Pujais Sabate,732,Rio Pequeno,05365-200,Butantã,-23.5698973,-46.752066,painel_prefeitura,Rio Pequeno
6059-3,Sexta Feira,Tradicional,Avenida,Patente,194,Jardim Patente,04243-000,Ipiranga,-23.6242493,-46.586495,painel_prefeitura,Sacoma
6060-7,Sexta Feira,Tradicional,Rua,Secundino Domingues,300,Vila Prudente,03223-110,Vila Prudente,-23.5895228,-46.5591049,painel_prefeitura,Sao Lucas
6061-5,Sexta Feira,Tradicional,Rua,Claudio Ferreira Manoel,29,Vila Olivieri,04187-200,Ipiranga,-23.6463966,-46.5951949,painel_prefeitura,Sacoma
6062-3,Sexta Feira,Tradicional,Avenida,Odilon Pires,128,Jardim Aricanduva,03455-000,Aricanduva/Formosa/Carrão,-23.5664838,-46.5098431,painel_prefeitura,Aricanduva
6063-1,Sexta Feira,Tradicional,Rua,Godoi Colaco,1016,Brooklin PauliSanta,04582-030,Pinheiros,-23.6157798,-46.6884902,painel_prefeitura,Itaim Bibi
6064-0,Sexta Feira,Tradicional,Rua,Dardanelos,430,Lapa,05468-010,Pinheiros,-23.539164,-46.717636,painel_prefeitura,Alto de Pinheiros
6065-8,Sexta Feira,Tradicional,Avenida,Jerimanduba,50,Vila Jaragua,05181-000,Pirituba/Jaraguá,-23.4542895,-46.7414791,painel_prefeitura,Jaragua
6066-6,Sexta Feira,Tradicional,Rua,São Vitorio,79,Vila Nhocune,03561-000,Penha,-23.5438035,-46.495057,painel_prefeitura,Artur Alvim
6068-2,Sexta Feira,Tradicional,Avenida,Jose Caetano Da Rocha,93,Parque BriSantol,04193-300,Ipiranga,-23.6471511,-46.6094005,painel_prefeitura,Sacoma
6069-0,Sexta Feira,Tradicional,Rua,Jose Gomes Faria,23,Vila Cisper,03819-170,Penha,-23.5027978,-46.4944076,painel_prefeitura,Cangaiba
6070-4,Sexta Feira,Tradicional,Rua,Nazario Pagano,24,Jardim Monjolo,02961-030,Freguesia/Brasilândia,-23.4905299,-46.6980549,painel_prefeitura,Freguesia do O
6071-2,Sexta Feira,Tradicional,Rua,Albertina Vieira Da S Gordo,50,Vila Aurora,02410-000,Santana/Tucuruvi,-23.475604,-46.6236056,painel_prefeitura,Mandaqui
6072-0,Sexta Feira,Tradicional,Rua,Raphael Di Sandro,100,Perus,05204-160,Perus,-23.4095791,-46.7569196,painel_prefeitura,Perus
6073-9,Sexta Feira,Tradicional,Avenida,Athos Thomaz Ferracio,50,Capao Redondo,05861-000,Campo Limpo,-23.6695328,-46.7698039,painel_prefeitura,Capao Redondo
6074-7,Sexta Feira,Tradicional,Rua,Antonio De Pinho Azevedo,691,Cid Ademar,04386-020,Cidade Ademar,-23.667757,-46.6498072,painel_prefeitura,Cidade Ademar
6075-5,Sexta Feira,Tradicional,Rua,Comen Elias Zarzur,1800,Santo Amaro,04736-002,Santo Amaro,-23.6373157,-46.6920758,painel_prefeitura,Santo Amaro
6076-3,Sexta Feira,Tradicional,Rua,Joao Batista Di Vitoriano,150,Jardim Consorcio,04436-000,Santo Amaro,-23.669832,-46.6733958,painel_prefeitura,Campo Grande
6077-1,Sexta Feira,Tradicional,Avenida,Anace,50,Jardim Umarizal,05755-090,Campo Limpo,-23.6171246,-46.7571838,painel_prefeitura,Campo Limpo
6078-0,Sexta Feira,Tradicional,Rua,Dos Aniquis E Dos Caratais,80,Pedreira,04474-000,Cidade Ademar,-23.6976574,-46.6481272,painel_prefeitura,Pedreira
6079-8,Sexta Feira,Tradicional,Rua,Dos Inocentes C/ Mendel,100,Socorro,04764-050,Capela do Socorro,-23.6726992,-46.7122024,painel_prefeitura,Socorro
6080-1,Sexta Feira,Tradicional,Rua,Orlando Pinto Ribeiro,277,Vila Arriete,04455-000,Santo Amaro,-23.6799087,-46.6823946,painel_prefeitura,Campo Grande
6081-0,Sexta Feira,Tradicional,Rua,Itaparoquera,130,Vila Remo,04932-060,M'Boi Mirim,-23.6776302,-46.7572765,painel_prefeitura,Jardim Angela
6082-8,Sexta Feira,Tradicional,Rua,Orestes Colombari,21,Vila Borges,05546-020,Butantã,-23.5874597,-46.7694184,painel_prefeitura,Raposo Tavares
6084-4,Sexta Feira,Tradicional,Rua,São Francisco Do Humaita,464,Parque Tiete,02871-020,Freguesia/Brasilândia,-23.4627676,-46.6750595,painel_prefeitura,Brasilandia
6085-2,Sexta Feira,Tradicional,Rua,Pereira Do Lago,20,Vila Gomes,05590-000,Butantã,-23.5762989,-46.7307827,painel_prefeitura,Butanta
6086-0,Sexta Feira,Tradicional,Rua,Olegario Maciel,20,Jardim São Carlos,08062-320,São Miguel,-23.5174304,-46.4737689,painel_prefeitura,Vila Jacui
6087-9,Sexta Feira,Tradicional,Rua,Dario Costa Matos,45,Ermelino Matarazzo,03805-090,Ermelino Matarazzo,-23.5049777,-46.482253,painel_prefeitura,Ermelino Matarazzo
6089-5,Sexta Feira,Tradicional,Avenida,Dr Guilherme De Abreu Sodre,1414,GuaianaSés Cohab,08490-010,Cidade Tiradentes,-23.5666564,-46.4065216,painel_prefeitura,Cidade Tiradentes
6091-7,Sexta Feira,Tradicional,Rua,Nubia,50,Vila TolSantoi,03267-090,Sapopemba,-23.602677,-46.5287165,painel_prefeitura,Sao Lucas
6092-5,Sexta Feira,Tradicional,Rua,Pedro Luiz De Souza,22,Jardim Brásilia,03584-040,Itaquera,-23.5602276,-46.4942039,painel_prefeitura,Cidade Lider
6093-3,Sexta Feira,Tradicional,Avenida,Moenda Velha Gomes Pedrosa,12,Jardim São Bento Novo,05880-330,M'Boi Mirim,-23.686689,-46.7906465,painel_prefeitura,Jardim Angela
6095-0,Sexta Feira,Tradicional,Rua,Serra De Itabaiana,87,Parque Santa Madalena,03981-040,Sapopemba,-23.6123973,-46.5200267,painel_prefeitura,Sapopemba
6096-8,Sexta Feira,Tradicional,Rua,Anajatuba,47,Parque Santa Rita,08160-180,Itaim Paulista,-23.5067493,-46.4108736,painel_prefeitura,Vila Curuca
6097-6,Sexta Feira,Tradicional,Praça,Alexandre N Aksakof,272,Vila São Pedro,04676-110,Santo Amaro,-23.6710356,-46.6825718,painel_prefeitura,Campo Grande
6098-4,Sexta Feira,Tradicional,Rua,Carmelo Cali,6,Vila Santa Lucia,04940-070,M'Boi Mirim,-23.6891224,-46.7663377,painel_prefeitura,Jardim Angela
6099-2,Sexta Feira,Tradicional,Rua,Josino Vieira Goes,28,Jardim Joamar,02319-000,Jaçanã/Tremembé,-23.4519028,-46.5987981,painel_prefeitura,Tremembe
6100-0,Sexta Feira,Tradicional,Rua,Osvaldo Nevola,10,São Matheus,03946-000,São Mateus,-23.5940291,-46.4896883,painel_prefeitura,Sao Mateus
6101-8,Sexta Feira,Tradicional,Rua,Gastao Raul De Fonton Bosquet,50,Jardim Ipe,05797-000,Campo Limpo,-23.6553887,-46.7733401,painel_prefeitura,Capao Redondo
6104-2,Sexta Feira,Tradicional,Rua,Isaac Albeniz C/ Franco Alfano,20,Morumbi,05710-050,Butantã,-23.6088473,-46.747009,painel_prefeitura,Vila Sonia
6105-0,Sexta Feira,Tradicional,Rua,São Felix Do Piaui,1057,Vila Carmosina,08290-030,Itaquera,-23.5522878,-46.4551341,painel_prefeitura,Itaquera
6106-9,Sexta Feira,Tradicional,Rua,Silvio Cervellini,5,São Miguel,08011-240,São Miguel,-23.4960823,-46.4502709,painel_prefeitura,Sao Miguel
6107-7,Sexta Feira,Tradicional,Avenida,Flamingo,302,Vila Curuca Nova,08031-000,Itaim Paulista,-23.511004,-46.421176,painel_prefeitura,Vila Curuca
6108-5,Sexta Feira,Tradicional,Rua,Romildo Finozzi,354,Jardim Iva,03910-040,Aricanduva/Formosa/Carrão,-23.5842372,-46.5149111,painel_prefeitura,Aricanduva
6111-5,Sexta Feira,Tradicional,Rua,Jose Luiz Monteiro,100,Jardim Imbuias,04829-240,Capela do Socorro,-23.7319149,-46.7063964,painel_prefeitura,Cidade Dutra
6114-0,Sexta Feira,Tradicional,Rua,Jose Domingues De Pontes,50,Jardim Angela,03986-100,Sapopemba,-23.6057568,-46.5204936,painel_prefeitura,Sapopemba
6118-2,Sexta Feira,Tradicional,Rua,Eduardo Pereira Ramos,130,Jardim Niteroi,04432-000,Cidade Ademar,-23.6879288,-46.6664611,painel_prefeitura,Cidade Ademar
6122-0,Sexta Feira,Tradicional,Rua,Antonio Crespo,50,Cohab Ii,08253-300,Itaquera,-23.5498051,-46.4401926,painel_prefeitura,Jose Bonifacio
6123-9,Sexta Feira,Tradicional,Rua,Tiburno,200,Vila Malvina,05223-100,Perus,-23.4096086,-46.7411693,painel_prefeitura,Perus
6128-0,Sexta Feira,Tradicional,Avenida,Augusto Antunes,1000,Vila Ramos,08235-630,Itaquera,-23.5169226,-46.4672042,painel_prefeitura,Itaquera
6129-8,Sexta Feira,Tradicional,Praça,Haroldo Daltro,26,Vila Manchester,03444-090,Aricanduva/Formosa/Carrão,-23.5491217,-46.5337443,painel_prefeitura,Carrao
6138-7,Sexta Feira,Tradicional,Rua,Dr Carmelo D'Agostinho,90,Jardim Rincao,02991-040,Pirituba/Jaraguá,-23.4378141,-46.727729,painel_prefeitura,Jaragua
6141-7,Sexta Feira,Tradicional,Travessa,Jornalista Otavio Muniz,50,Moema,04514-100,Vila Mariana,-23.602132,-46.6702431,painel_prefeitura,Moema
6145-0,Sexta Feira,Noturna,Praça,Benedito Ramos Rodrigues,742,Jardim Belem,03809-170,Ermelino Matarazzo,-23.493204,-46.4800963,painel_prefeitura,Ermelino Matarazzo
6151-4,Sexta Feira,Noturna,Rua,Antonio Bartolomeu,20,Vila Perus,05204-200,Perus,-23.3999909,-46.7549638,painel_prefeitura,Perus
6155-7,Sexta Feira,Tradicional,Rua,Das Capitanias,496,Jardim Nove De Julho,03952-050,São Mateus,-23.5882562,-46.4824953,painel_prefeitura,Sao Mateus
6161-1,Sexta Feira,Tradicional,Rua,Frei Canisio,50,Vila Sofia,04671-240,Santo Amaro,-23.661201,-46.6933475,painel_prefeitura,Campo Grande
6164-6,Sexta Feira,Tradicional,Rua,Caboquenas,115,Vila Mariana,04090-010,Vila Mariana,-23.6064623,-46.658808,painel_prefeitura,Moema
6165-4,Sexta Feira,Tradicional,Rua,Aracarana,320,Vila São JoSé,08140-400,Itaim Paulista,-23.5105948,-46.3945713,painel_prefeitura,Itaim Paulista
6166-2,Sexta Feira,Tradicional,Rua,Dona Eloa Do Valle Quadros,50,Cid Tiradentes,08485-130,Cidade Tiradentes,-23.5876269,-46.4096098,painel_prefeitura,Cidade Tiradentes
6169-7,Sexta Feira,Tradicional,Rua,Alvaro Da Costa,50,Jardim São Paulo,08461-420,Guaianases,-23.5585154,-46.4007416,painel_prefeitura,Guaianases
6170-0,Sexta Feira,Tradicional,Rua,Serra Do Cachimbo,10,Jardim Vitoria,02976-250,Pirituba/Jaraguá,-23.4730731,-46.7134301,painel_prefeitura,Pirituba
6172-7,Sexta Feira,Noturna,Rua,Serra Verde,10,Vila Silvia,03821-230,Penha,-23.4925009,-46.5055779,painel_prefeitura,Cangaiba
6173-5,Sexta Feira,Tradicional,Rua,Manoel Bacelar,50,Jardim Helian,08265-120,Itaquera,-23.5778552,-46.4534222,painel_prefeitura,Parque do Carmo
6174-3,Sexta Feira,Tradicional,Rua,Conceicao De Monte Alegre,355,Cidade Moncoes,04563-060,Pinheiros,-23.6108124,-46.691834,painel_prefeitura,Itaim Bibi
6176-0,Sexta Feira,Tradicional,Praça,Do Rosario,10,Penha De Franca,03634-020,Penha,-23.5253643,-46.5488279,painel_prefeitura,Penha
6203-0,Sexta Feira,Tradicional,Praça,Dilva Gomes,124,Penha,03590-080,Penha,-23.5457057,-46.4827291,painel_prefeitura,Artur Alvim
6350-9,Sexta Feira,Tradicional,Rua,Eng Luiz Gomes C Sangirardi,640,Aclimacao,04112-080,Vila Mariana,-23.5799366,-46.6293607,painel_prefeitura,Vila Mariana
6360-6,Sexta Feira,Tradicional,Avenida,Prof Alceu Maynard Araujo,30,Varzea De Baixo,04726-160,Santo Amaro,-23.6350583,-46.7103986,painel_prefeitura,Santo Amaro
6370-3,Sexta Feira,Tradicional,Praça,Gomes Figueiredo,200,Vila Maria,02131-000,Vila Maria/Vila Guilherme,-23.5048482,-46.5826569,painel_prefeitura,Vila Maria
6380-0,Sexta Feira,Tradicional,Rua,Jose Pizza,100,Parada De Taipas,02815-010,Pirituba/Jaraguá,-23.4471034,-46.7160413,painel_prefeitura,Jaragua
6390-8,Sexta Feira,Tradicional,Praça,Danilo Jose Fernandes,516,Penha,03608-010,Penha,-23.5154559,-46.5440374,painel_prefeitura,Penha
6400-9,Sexta Feira,Tradicional,Rua,Jose Pereira Falcao,S/N,Jardim Marisa,05108-100,Pirituba/Jaraguá,-23.5081347,-46.7585809,painel_prefeitura,Jaguara
6401-7,Sexta Feira,Tradicional,Rua,Morro Do Frade,S/N,Jardim Da ConquiSanta,08341-180,Sapopemba,-23.6040883,-46.4501796,painel_prefeitura,Iguatemi
6402-5,Sexta Feira,Orgânica,Praça,Ciro Pontes,50,Mooca,03166-030,Mooca,-23.552977,-46.5994422,painel_prefeitura,Mooca
6711-3,Sexta Feira,Noturna,Rua,Benjamim Pereira,331,Jacana,02274-001,Jaçanã/Tremembé,-23.4679533,-46.5904837,painel_prefeitura,Jacana
6755-5,Sexta Feira,Tradicional,Largo,São Jose Do Belem,50,Belenzinho,03057-040,Mooca,-23.5411679,-46.5947321,painel_prefeitura,Belem
6797-0,Sexta Feira,Noturna,Praça,Torquato Plaza,152,Vila Grimaldi,03271-050,Sapopemba,-23.5989889,-46.5164685,painel_prefeitura,Sapopemba
6847-0,Sexta Feira,Tradicional,Avenida,Marcondes De Brito,484,Chacara Séis De Outubro,03509-000,Penha,-23.5358347,-46.5338239,painel_prefeitura,Vila Matilde
6881-0,Sexta Feira,Noturna,Rua,Itamira,351,Vila Andrade,05716-080,Campo Limpo,-23.6264266,-46.7338878,painel_prefeitura,Vila Andrade
6892-6,Sexta Feira,Tradicional,Rua,Rua Bruno Bertucci,200,Freguesia Do O,02910-100,Freguesia/Brasilândia,-23.5036936,-46.700063,painel_prefeitura,Freguesia do O
6912-4,Sexta Feira,Noturna,Praça,Júlio César De Campos,110,Parelheiros,04890-360,Parelheiros,-23.8283137,-46.7309089,painel_prefeitura,Parelheiros
6918-3,Sexta Feira,Tradicional,Rua,Mons Lourenco Giordano,676,Parque PauliSantano,08080-330,São Miguel,-23.4846469,-46.425396,painel_prefeitura,Jardim Helena
6934-5,Sexta Feira,Orgânica,Praça,Gal Gentil Falcao,70,Cidade Moncoes,04571-150,Pinheiros,-23.60488811,-46.69352936,painel_prefeitura,Itaim Bibi
6936-1,Sexta Feira,Tradicional,Rua,Matriz,32,Santo Amaro,04746-000,Santo Amaro,-23.654358,-46.7071178,painel_prefeitura,Santo Amaro
7000-9,Sábado,Tradicional,Rua,Goncalo Marinho De Castro,521,Jardim Avelino,03226-040,Vila Prudente,-23.5889463,-46.5714118,painel_prefeitura,Vila Prudente
7001-7,Sábado,Tradicional,Rua,Apace,110,Jabaquara,04347-110,Jabaquara,-23.6450026,-46.6463917,painel_prefeitura,Jabaquara
7002-5,Sábado,Tradicional,Rua,Loureiro Da Cruz C/ Urano,1,Aclimacao,01529-020,Sé,-23.570619,-46.6370276,painel_prefeitura,Liberdade
7003-3,Sábado,Tradicional,Rua,Mendes Goncalves,100,Pari,03027-010,Mooca,-23.5335844,-46.6134901,painel_prefeitura,Bras
7004-1,Sábado,Tradicional,Rua,Adolfo Gordo,129,Barra Funda,01217-020,Sé,-23.5335568,-46.6500876,painel_prefeitura,Santa Cecilia
7005-0,Sábado,Tradicional,Rua,Jaragua,129,Bom Retiro,01129-000,Sé,-23.5220708,-46.6420036,painel_prefeitura,Bom Retiro
7006-8,Sábado,Tradicional,Rua,Franca Pinto,1200,Vila Mariana,04016-035,Vila Mariana,-23.5892619,-46.6474617,painel_prefeitura,Vila Mariana
7007-6,Sábado,Tradicional,Rua,Tabajaras,100,Mooca,03121-010,Mooca,-23.562243,-46.6015968,painel_prefeitura,Mooca
7008-4,Sábado,Tradicional,Rua,Helade,80,Vila Santa Catarina,04634-000,Santo Amaro,-23.6403432,-46.6669282,painel_prefeitura,Campo Belo
7009-2,Sábado,Tradicional,Rua,Valentim Magalhaes,156,Vila Leste,03184-090,Mooca,-23.5633665,-46.5877608,painel_prefeitura,Agua Rasa
7010-6,Sábado,Tradicional,Rua,Serra De Jaire,832,Alto Da Mooca,03175-001,Mooca,-23.5498755,-46.5845917,painel_prefeitura,Belem
7011-4,Sábado,Tradicional,Rua,Eng Reinaldo Cajado,215,Belenzinho,03061-030,Mooca,-23.5372731,-46.5831686,painel_prefeitura,Belem
7012-2,Sábado,Tradicional,Rua,Marieta Da Silva,400,Vila Guilherme,02066-031,Vila Maria/Vila Guilherme,-23.5078905,-46.6049359,painel_prefeitura,Vila Guilherme
7013-0,Sábado,Tradicional,Rua,Araritaguaba,200,Vila Maria Baixa,02122-010,Vila Maria/Vila Guilherme,-23.5094783,-46.5906613,painel_prefeitura,Vila Maria
7015-7,Sábado,Tradicional,Rua,São Luis Do Paraitinga,24,Vila Zelina,03152-070,Vila Prudente,-23.5891635,-46.5847004,painel_prefeitura,Vila Prudente
7016-5,Sábado,Tradicional,Rua,Bonifacio De Abreu,50,Parque Jabaquara,04358-120,Santo Amaro,-23.6383634,-46.6556031,painel_prefeitura,Campo Belo
7017-3,Sábado,Tradicional,Rua,São Marum,300,Itaim Bibi,04543-017,Pinheiros,-23.5903397,-46.6897125,painel_prefeitura,Itaim Bibi
7018-1,Sábado,Tradicional,Rua,Mourato Coelho,1100,Vila Madalena,05417-002,Pinheiros,-23.5583023,-46.6910967,painel_prefeitura,Pinheiros
7019-0,Sábado,Tradicional,Rua,Barao Do Bananal C Coari,1000,Vila Pompeia,05024-000,Lapa,-23.5311975,-46.6871068,painel_prefeitura,Perdizes
7020-3,Sábado,Tradicional,Rua,Francisca Biriba,100,Imirim,02451-040,Santana/Tucuruvi,-23.5008756,-46.641679,painel_prefeitura,Santana
