id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,cep,subprefeitura,lat,lng,geocode_status,distrito
3158-5,Terça Feira,Tradicional,Rua,Aleixos Jafet,2000,Vila Aurora,05186-005,Pirituba/Jaraguá,-23.4391601,-46.7504558,painel_prefeitura,Jaragua
3160-7,Terça Feira,Noturna,Rua,Rodolfo Barbosa De Castro,50,Parque Guarani,08235-420,Itaquera,-23.5164178,-46.4608897,painel_prefeitura,Itaquera
3162-3,Terça Feira,Tradicional,Avenida,Sapopemba,15600,São Mateus,03989-000,São Mateus,-23.6244852,-46.4642773,painel_prefeitura,Sao Rafael
3164-0,Terça Feira,Tradicional,Rua,Dronsfield,263,Lapa,05074-000,Lapa,-23.5189215,-46.7051909,painel_prefeitura,Lapa
3230-1,Terça Feira,Tradicional,Praça,Torquato Plaza,152,Sapopemba,03271-050,Sapopemba,-23.5989889,-46.5164685,painel_prefeitura,Sapopemba
3235-2,Terça Feira,Tradicional,Rua,Miguel Angelo Lapena,150,São Miguel,08010-040,São Miguel,-23.4920597,-46.4417803,painel_prefeitura,Sao Miguel
3324-3,Terça Feira,Tradicional,Rua,Desem Fausto Whitaker M Alvim,3,Itaim PauliSanta,08130-350,Itaim Paulista,-23.5030775,-46.3659107,painel_prefeitura,Itaim Paulista
3400-2,Terça Feira,Tradicional,Rua,General Jose Almeida Botelho,100,Mandaqui,02422-090,Santana/Tucuruvi,-23.471317,-46.6361077,painel_prefeitura,Mandaqui
3401-0,Terça Feira,Noturna,Travessa,Veneza Do Amor,10,Jardim São JoSé,08345-650,São Mateus,-23.6070209,-46.4437962,painel_prefeitura,Iguatemi
3402-9,Terça Feira,Tradicional,Rua,Tiuba,230,Vila Manchester,03443-015,Aricanduva/Formosa/Carrão,-23.5423578,-46.5361244,painel_prefeitura,Carrao
3489-4,Terça Feira,Noturna,Rua,Inacio Preto De Morais,1,Vila Plana,05731-340,Campo Limpo,-23.6403996,-46.7462863,painel_prefeitura,Vila Andrade
3744-3,Terça Feira,Noturna,,Calcadão Estação Cptm Dom Bosco,1133,Itaquera,08215-545,Itaquera,-23.54192,-46.44936,painel_prefeitura,Itaquera
3789-3,Terça Feira,Noturna,Rua,Rua Pedro Ribeiro,1,Santana,02085-000,Santana/Tucuruvi,-23.4984221,-46.6132418,painel_prefeitura,Vila Guilherme
3815-6,Terça Feira,Noturna,Rua,Antonio Bartolomeu,S/N,Vila Perus,05204-200,Perus,-23.40706678,-46.75466799,painel_prefeitura,Perus
3835-0,Terça Feira,Orgânica,Praça,Antonio Eneas Matias,S/N,Itaim PauliSanta,08120-090,Itaim Paulista,-23.50043133,-46.39725592,painel_prefeitura,Itaim Paulista
3869-5,Terça Feira,Noturna,Rua,Jose De Salcedo,65,Parque Flamengo,05783-120,Campo Limpo,-23.6420072,-46.7669739,painel_prefeitura,Campo Limpo
3900-4,Terça Feira,Tradicional,Rua,Pde Lariviere,354,Pinheiros,05466-050,Pinheiros,-23.5507224,-46.7180067,painel_prefeitura,Alto de Pinheiros
4000-2,Quarta Feira,Noturna,Rua,Edmur Witaker,50,São Mateus,03963-060,São Mateus,-23.6079745,-46.4749318,painel_prefeitura,Sao Mateus
4001-0,Quarta Feira,Tradicional,Rua,Dr Pedro Severiano,100,Liberdade,01518-040,Sé,-23.5561135,-46.6246173,painel_prefeitura,Cambuci
4002-9,Quarta Feira,Tradicional,Rua,Oliveira Peixoto,100,Aclimacao,01530-040,Sé,-23.5689403,-46.6287692,painel_prefeitura,Liberdade
4003-7,Quarta Feira,Tradicional,Rua,Sampson C Mendes Junior,50,Brás,03013-040,Mooca,-23.5372621,-46.6112498,painel_prefeitura,Bras
4004-5,Quarta Feira,Tradicional,Praça,Ciro Pontes,50,Mooca,03166-030,Mooca,-23.552977,-46.5994422,painel_prefeitura,Mooca
4005-3,Quarta Feira,Tradicional,Rua,Vidal De Negreiros,50,Caninde,03033-050,Mooca,-23.5298979,-46.6249485,painel_prefeitura,Pari
4007-0,Quarta Feira,Tradicional,Rua,Professor Macedo Soares,276,Jardim Da Gloria,04113-090,Vila Mariana,-23.5843661,-46.6245094,painel_prefeitura,Vila Mariana
4008-8,Quarta Feira,Tradicional,Rua,Eca De Queiroz,276,Vila Mariana,04011-031,Vila Mariana,-23.5788727,-46.6437253,painel_prefeitura,Vila Mariana
4009-6,Quarta Feira,Tradicional,Rua,Guinle C/ Frederico V Martius,250,Vila Monumento,01548-010,Ipiranga,-23.5762209,-46.6124651,painel_prefeitura,Ipiranga
4010-0,Quarta Feira,Tradicional,Rua,Madre De Deus,604,Mooca,03119-000,Mooca,-23.5620324,-46.5969303,painel_prefeitura,Mooca
4011-8,Quarta Feira,Tradicional,Rua,Cayowaa,2008,Sumarezinho,01258-011,Lapa,-23.5445505,-46.6881903,painel_prefeitura,Perdizes
4012-6,Quarta Feira,Tradicional,Praça,Roberto Gomes Pedrosa,520,Itaim Bibi,05653-070,Butantã,-23.5982921,-46.7198765,painel_prefeitura,Morumbi
4013-4,Quarta Feira,Tradicional,Rua,Tavares Bastos,901,Vila Pompeia,05012-020,Lapa,-23.5319741,-46.6908797,painel_prefeitura,Perdizes
4015-0,Quarta Feira,Tradicional,Rua,Gabriel Pizza,400,Santana,02036-011,Santana/Tucuruvi,-23.5021967,-46.6222386,painel_prefeitura,Santana
4016-9,Quarta Feira,Tradicional,Rua,Cap Manoel Novaes,100,Jardim São Bento,02017-030,Santana/Tucuruvi,-23.5018059,-46.6385618,painel_prefeitura,Santana
4017-7,Quarta Feira,Tradicional,Rua,Dr Eugenio Fortes Coelho,100,Chora Menino,02462-060,Santana/Tucuruvi,-23.4895106,-46.6419189,painel_prefeitura,Santana
4018-5,Quarta Feira,Tradicional,Rua,Galileia,430,Parque Peruche,02530-000,Casa Verde/Cachoeirinha,-23.5014541,-46.6568757,painel_prefeitura,Casa Verde
4019-3,Quarta Feira,Tradicional,Rua,Antonio Munhos Bonilha,235,Vila Carolina,02725-000,Casa Verde/Cachoeirinha,-23.5018618,-46.6845499,painel_prefeitura,Limao
4020-7,Quarta Feira,Tradicional,Rua,Min Salgado Filho,485,Vila Oratorio,03193-020,Mooca,-23.5731538,-46.5746552,painel_prefeitura,Agua Rasa
4022-3,Quarta Feira,Tradicional,Rua,Sebastiao Barbosa,333,Tatuapé,03334-040,Mooca,-23.5545719,-46.5726238,painel_prefeitura,Agua Rasa
4023-1,Quarta Feira,Tradicional,Rua,Airi,437,Tatuapé,03310-010,Mooca,-23.5428307,-46.567915,painel_prefeitura,Tatuape
4024-0,Quarta Feira,Tradicional,Avenida,Bentevi C Jauaperi,104,Indianopolis,04524-030,Vila Mariana,-23.60763,-46.6686143,painel_prefeitura,Moema
4025-8,Quarta Feira,Tradicional,Rua,Lino Guedes,109,Moinho Velho,04288-120,Ipiranga,-23.6098974,-46.6110252,painel_prefeitura,Cursino
4026-6,Quarta Feira,Tradicional,Rua,Osaka,910,Jardim Japao,02124-041,Vila Maria/Vila Guilherme,-23.5056498,-46.572843399999996,painel_prefeitura,Vila Maria
4027-4,Quarta Feira,Tradicional,Rua,Japaratuba,131,São Joao Climaco,04254-000,Ipiranga,-23.6158723,-46.5950606,painel_prefeitura,Sacoma
4028-2,Quarta Feira,Tradicional,Rua,Sales Junior,500,Alto Da Lapa,05083-070,Lapa,-23.5312698,-46.7178455,painel_prefeitura,Lapa
4029-0,Quarta Feira,Tradicional,Rua,Salvador Sala,425,Piqueri,02914-030,Pirituba/Jaraguá,-23.5034588,-46.710986,painel_prefeitura,Pirituba
4030-4,Quarta Feira,Tradicional,Rua,Iquiririm,496,Vila Indiana,05586-000,Butantã,-23.5731528,-46.7274005,painel_prefeitura,Butanta
4031-2,Quarta Feira,Tradicional,Rua,Moreira De Vasconcelos,200,Vila Maria,02131-090,Vila Maria/Vila Guilherme,-23.5046507,-46.5850925,painel_prefeitura,Vila Maria
4032-0,Quarta Feira,Tradicional,Rua,Tanque Velho,600,Vila GuSantavo,02251-001,Santana/Tucuruvi,-23.4802187,-46.5940265,painel_prefeitura,Tucuruvi
4033-9,Quarta Feira,Tradicional,Rua,Aragao,200,Vila Mazzei,02308-000,Santana/Tucuruvi,-23.4757534,-46.6062852,painel_prefeitura,Tucuruvi
4034-7,Quarta Feira,Tradicional,Avenida,Mariana Caligiuri Ronchetti,237,Vila Continental,02650-000,Casa Verde/Cachoeirinha,-23.4604128,-46.6561855,painel_prefeitura,Cachoeirinha
4035-5,Quarta Feira,Tradicional,Rua,Grumixamas,374,Vila Guarani,04349-000,Jabaquara,-23.6486321,-46.6442497,painel_prefeitura,Jabaquara
4036-3,Quarta Feira,Tradicional,Rua,Cachoeira Do Sul,450,Vila Jaguara,05117-010,Lapa,-23.5144867,-46.7430273,painel_prefeitura,Jaguara
4037-1,Quarta Feira,Tradicional,Rua,Pedro Alegretti,512,Penha,03610-010,Penha,-23.5174651,-46.5403213,painel_prefeitura,Penha
4038-0,Quarta Feira,Tradicional,Rua,Maria Carlota,20,Penha,03647-000,Penha,-23.5216072,-46.5289391,painel_prefeitura,Penha
4039-8,Quarta Feira,Tradicional,Rua,Durvalina,151,Vila Matilde,03511-050,Penha,-23.5358563,-46.528556,painel_prefeitura,Vila Matilde
4040-1,Quarta Feira,Tradicional,Rua,São Valentim,120,Vila Carrao,03445-000,Aricanduva/Formosa/Carrão,-23.5488256,-46.5298335,painel_prefeitura,Carrao
4041-0,Quarta Feira,Tradicional,Rua,Maragojipe,320,Vila Formosa,03412-050,Aricanduva/Formosa/Carrão,-23.558871,-46.5506334,painel_prefeitura,Vila Formosa
4042-8,Quarta Feira,Tradicional,Rua,Boaventura R Da Silva,200,Ponte Raza,03801-120,Ermelino Matarazzo,-23.5057838,-46.4901129,painel_prefeitura,Ermelino Matarazzo
4043-6,Quarta Feira,Tradicional,Rua,Tsutomu Henni,720,Vila Jacui,08060-350,São Miguel,-23.5048524,-46.4541596,painel_prefeitura,Vila Jacui
4044-4,Quarta Feira,Tradicional,Praça,Andes,200,GuaianaSés,08440-180,Guaianases,-23.5374246,-46.4094268,painel_prefeitura,Lajeado
4045-2,Quarta Feira,Tradicional,Rua,Pedro De Godoi,1,Vila Zelina,03138-010,Vila Prudente,-23.5881461,-46.5844084,painel_prefeitura,Vila Prudente
4046-0,Quarta Feira,Tradicional,Alameda,Agostinho Rodrigues Filho,363,Vila Mariana,04026-040,Vila Mariana,-23.600264,-46.647946,painel_prefeitura,Saude
4047-9,Quarta Feira,Tradicional,Rua,Pitinga,396,Vila Bela,03146-030,Vila Prudente,-23.5945635,-46.5758254,painel_prefeitura,Vila Prudente
4048-7,Quarta Feira,Tradicional,Rua,Lauro Muller,12,Vila Hamburguesa,05302-060,Lapa,-23.5295714,-46.7261584,painel_prefeitura,Vila Leopoldina
4049-5,Quarta Feira,Tradicional,Rua,Dr Carlos Bastos Aranha,258,Vila Nilo,02276-000,Jaçanã/Tremembé,-23.4631469,-46.5811288,painel_prefeitura,Jacana
4050-9,Quarta Feira,Tradicional,Rua,Barao De Jaceguai,1768,Santo Amaro,04606-004,Santo Amaro,-23.616324,-46.670883,painel_prefeitura,Campo Belo
4051-7,Quarta Feira,Tradicional,Rua,Paulino Vital De Moraes,50,Capao Redondo,05855-000,Campo Limpo,-23.6600527,-46.7664196,painel_prefeitura,Capao Redondo
4052-5,Quarta Feira,Tradicional,Rua,Alexandre Dumas,1200,Chac Santo Antonio,04717-002,Santo Amaro,-23.6331992,-46.7025017,painel_prefeitura,Santo Amaro
4053-3,Quarta Feira,Tradicional,Rua,Cel Fawcett C/ Evolucao,700,Vila Moraes,04167-030,Ipiranga,-23.6320741,-46.6126512,painel_prefeitura,Cursino
4054-1,Quarta Feira,Tradicional,Rua,Cinco De Julho,250,Vila Nair,04281-000,Ipiranga,-23.6050488,-46.6085737,painel_prefeitura,Ipiranga
4055-0,Quarta Feira,Tradicional,Avenida,Cel Jose Pires De Andrade,600,Vila Vera,04295-001,Ipiranga,-23.6207449,-46.60547,painel_prefeitura,Sacoma
4056-8,Quarta Feira,Tradicional,Rua,Jaguarurama,129,Nossa Sénhora Do O,02964-010,Freguesia/Brasilândia,-23.4862722,-46.7050148,painel_prefeitura,Freguesia do O
4057-6,Quarta Feira,Tradicional,Rua,Diamante Preto,250,Aricanduva,03317-040,Aricanduva/Formosa/Carrão,-23.5407675,-46.5570712,painel_prefeitura,Carrao
4058-4,Quarta Feira,Tradicional,Rua,Cel Esdras De Oliveira,51,Jardim Tremembe,02351-030,Jaçanã/Tremembé,-23.4552948,-46.6018691,painel_prefeitura,Tremembe
4059-2,Quarta Feira,Tradicional,Rua,Petrobras,251,Vila Antonieta,03474-060,Aricanduva/Formosa/Carrão,-23.5704629,-46.5165281,painel_prefeitura,Aricanduva
4060-6,Quarta Feira,Tradicional,Rua,Pascoal Ranieri Mazili,650,Vila Ana Clara,03257-180,Vila Prudente,-23.6097507,-46.5275434,painel_prefeitura,Sao Lucas
4061-4,Quarta Feira,Tradicional,Rua,Spencer Vampre,454,Vila Rica,02860-030,Freguesia/Brasilândia,-23.4687934,-46.6743568,painel_prefeitura,Brasilandia
4062-2,Quarta Feira,Tradicional,Rua,Ana De Barros,100,Santa Ines,02423-020,Santana/Tucuruvi,-23.4689652,-46.6315576,painel_prefeitura,Mandaqui
4063-0,Quarta Feira,Tradicional,Rua,Eng Trindade,20,Penha,03703-130,Penha,-23.5117948,-46.551163,painel_prefeitura,Penha
4064-9,Quarta Feira,Tradicional,Rua,Pde Pedro Magnoni,511,Vila Ema,03286-070,Vila Prudente,-23.5917042,-46.5357138,painel_prefeitura,Sao Lucas
4065-7,Quarta Feira,Tradicional,Rua,Benedito Leal,334,Artur Alvim,03567-060,Penha,-23.5386342,-46.488384,painel_prefeitura,Artur Alvim
4066-5,Quarta Feira,Tradicional,Rua,Pedro Marigliani,10,Chac Inglesa,05141-010,Pirituba/Jaraguá,-23.4943298,-46.7306451,painel_prefeitura,Pirituba
4067-3,Quarta Feira,Tradicional,Rua,Antenor Navarro,420,Jardim Brásil,02224-100,Vila Maria/Vila Guilherme,-23.484813,-46.5744462,painel_prefeitura,Vila Medeiros
4068-1,Quarta Feira,Tradicional,Rua,Santa Rosa De Lima,310,Parque PauliSantano,08080-000,São Miguel,-23.4840757,-46.4297038,painel_prefeitura,Jardim Helena
4069-0,Quarta Feira,Tradicional,Rua,Luminarias,100,Jardim Das Bandeiras,05439-000,Pinheiros,-23.5480859,-46.6884679,painel_prefeitura,Pinheiros
4070-3,Quarta Feira,Tradicional,Rua,Ivan Maia Vasconcelos,183,Jardim Triana,03552-130,Penha,-23.5366778,-46.5060667,painel_prefeitura,Vila Matilde
4071-1,Quarta Feira,Tradicional,Rua,Domiziano Rossi,50,São Mateus,03966-030,São Mateus,-23.5975654,-46.4794038,painel_prefeitura,Sao Mateus
4072-0,Quarta Feira,Tradicional,Avenida,Mons Agnelo,305,Vila Progresso,08240-670,São Miguel,-23.5189949,-46.4356336,painel_prefeitura,Sao Miguel
4074-6,Quarta Feira,Tradicional,Rua,Pde Artur Somensi,48,Vila Beatriz,05443-030,Pinheiros,-23.5532593,-46.6972697,painel_prefeitura,Alto de Pinheiros
4075-4,Quarta Feira,Tradicional,Rua,Montreal,26,Parque São Luis,02832-050,Freguesia/Brasilândia,-23.4810358,-46.6942732,painel_prefeitura,Freguesia do O
4076-2,Quarta Feira,Tradicional,Avenida,Batista Maciel,313,Jardim Ubirajara,04459-110,Cidade Ademar,-23.6919889,-46.6698741,painel_prefeitura,Pedreira
4077-0,Quarta Feira,Tradicional,Rua,Jose Bonifacio Filho,100,Cid Dutra,04813-060,Capela do Socorro,-23.7185642,-46.6890545,painel_prefeitura,Cidade Dutra
4078-9,Quarta Feira,Tradicional,Rua,Visconde De Sta Isabel,120,Cid Ademar,04385-090,Cidade Ademar,-23.6632866,-46.6583442,painel_prefeitura,Cidade Ademar
4079-7,Quarta Feira,Tradicional,Rua,Pensylvania,610,Cid Moncoes,04564-002,Pinheiros,-23.6127515,-46.6848935,painel_prefeitura,Itaim Bibi
4080-0,Quarta Feira,Tradicional,Rua,Bras De Abreu,32,Jardim Miriam,04419-090,Cidade Ademar,-23.679456,-46.640462,painel_prefeitura,Cidade Ademar
4081-9,Quarta Feira,Tradicional,Rua,Arraial Dos Couros,19,Jardim São Luiz,05843-200,M'Boi Mirim,-23.6527633,-46.7379012,painel_prefeitura,Jardim Sao Luis
4083-5,Quarta Feira,Tradicional,Rua,Cristovao Pereira,1650,Campo Belo,04620-012,Santo Amaro,-23.6250661,-46.6685949,painel_prefeitura,Campo Belo
4084-3,Quarta Feira,Tradicional,Rua,Hileia Amazonica,420,Jardim Guairaca,03245-000,Sapopemba,-23.6040438,-46.5382292,painel_prefeitura,Sao Lucas
4085-1,Quarta Feira,Tradicional,Rua,Amoipira,50,Vila Isa,04689-070,Santo Amaro,-23.6685098,-46.6898717,painel_prefeitura,Campo Grande
4086-0,Quarta Feira,Tradicional,Rua,Thereza Maia Pinto,5,Vila Prell,05780-390,Campo Limpo,-23.6484859,-46.7539579,painel_prefeitura,Jardim Sao Luis
4087-8,Quarta Feira,Tradicional,Rua,Pde Marcigaglia,50,Jardim Regina,05174-100,Pirituba/Jaraguá,-23.4745267,-46.7418342,painel_prefeitura,Pirituba
4089-4,Quarta Feira,Tradicional,Rua,Jorge Word,49,Vila Dalva,05386-160,Butantã,-23.5676996,-46.759763,painel_prefeitura,Rio Pequeno
4090-8,Quarta Feira,Tradicional,Praça,Jose Schunch,529,Vila São JoSé,04835-080,Capela do Socorro,-23.7391039,-46.7064587,painel_prefeitura,Cidade Dutra
4092-4,Quarta Feira,Tradicional,Rua,Jose Antonio Valadares,476,Jardim Lear,04185-020,Ipiranga,-23.6457168,-46.5907768,painel_prefeitura,Sacoma
4093-2,Quarta Feira,Tradicional,Rua,Pires Caleiro,50,Jardim Vera Cruz,08330-050,São Mateus,-23.6147112,-46.4719234,painel_prefeitura,Sao Rafael
4094-0,Quarta Feira,Tradicional,Rua,Antonio Sebastiao Sobrinho,480,Parque Pan Americano,02992-110,Pirituba/Jaraguá,-23.4460835,-46.7296027,painel_prefeitura,Jaragua
4095-9,Quarta Feira,Tradicional,Avenida,Danton Jobim,1141,Vila Friburgo,04782-001,Capela do Socorro,-23.6913885,-46.7026476,painel_prefeitura,Socorro
4096-7,Quarta Feira,Tradicional,Rua,Edward Carmillo,1000,Jardim Celeste,05528-001,Butantã,-23.5973822,-46.7555817,painel_prefeitura,Vila Sonia
4097-5,Quarta Feira,Tradicional,Rua,Salomao Waimberg,145,Jardim Bonfiglioli,05628-030,Butantã,-23.5984457,-46.7327214,painel_prefeitura,Vila Sonia
4098-3,Quarta Feira,Tradicional,Rua,Bento Do Amaral Da Silva,15,Parque São Rafael,08320-210,São Mateus,-23.6273263,-46.4726092,painel_prefeitura,Sao Rafael
4100-9,Quarta Feira,Tradicional,Rua,Major Freire,565,Jabaquara,04304-110,Vila Mariana,-23.6278014,-46.6355759,painel_prefeitura,Saude
4101-7,Quarta Feira,Tradicional,Rua,Maria Do Carmo Sene,128,Vila Pauliceia,02301-110,Santana/Tucuruvi,-23.4885418,-46.61251,painel_prefeitura,Santana
4103-3,Quarta Feira,Tradicional,Rua,Agostinho Paiva,230,Jardim Macedonia,05894-230,Campo Limpo,-23.6518801,-46.7901451,painel_prefeitura,Capao Redondo
4105-0,Quarta Feira,Tradicional,Rua,Flor De Santa Cruz,55,Vila Verde,08230-450,Itaquera,-23.5188733,-46.4494674,painel_prefeitura,Itaquera
4106-8,Quarta Feira,Tradicional,Rua,Diogo Goncalves Laco,10,Jardim Romano,08191-000,São Miguel,-23.484269,-46.384863,painel_prefeitura,Jardim Helena
4107-6,Quarta Feira,Tradicional,Avenida,Jose Borges Do Canto,8,Jardim Camargo Velho,08142-010,Itaim Paulista,-23.50683,-46.3922249,painel_prefeitura,Itaim Paulista
4109-2,Quarta Feira,Tradicional,Avenida,Dos Pequis,321,Jardim Vila Formosa,03470-050,Aricanduva/Formosa/Carrão,-23.5689735,-46.5227657,painel_prefeitura,Aricanduva
4110-6,Quarta Feira,Tradicional,Rua,Ernesto Giuliano,50,Vila São Carlos,03159-090,Mooca,-23.5783232,-46.5687093,painel_prefeitura,Agua Rasa
4111-4,Quarta Feira,Tradicional,Rua,São Jose Do Rio Preto,10,Grajau,04840-460,Capela do Socorro,-23.7528505,-46.682999,painel_prefeitura,Grajau
4113-0,Quarta Feira,Tradicional,Rua,Madre Luisa Dos Anjos,25,Vila Nhocune,03560-010,Penha,-23.5462945,-46.5002476,painel_prefeitura,Artur Alvim
4117-3,Quarta Feira,Tradicional,Rua,Uacuma,58,Jardim Arizi,03575-000,Itaquera,-23.5576783,-46.509684,painel_prefeitura,Cidade Lider
4119-0,Quarta Feira,Tradicional,Rua,Ernesto Dos Santos,100,Jardim Independencia,03225-000,Vila Prudente,-23.5836638,-46.5596257,painel_prefeitura,Sao Lucas
4120-3,Quarta Feira,Tradicional,Rua,Virginia Ferni,50,Cohab Ii,08253-000,Itaquera,-23.5489198,-46.43677,painel_prefeitura,Jose Bonifacio
4122-0,Quarta Feira,Tradicional,Avenida,Engenho Novo,10,Jardim Tiete,03943-020,São Mateus,-23.597463,-46.4949187,painel_prefeitura,Sao Mateus
4123-8,Quarta Feira,Tradicional,Rua,Walter Rummel,1,Sapopemba,03928-110,Sapopemba,-23.606528,-46.501543,painel_prefeitura,Sapopemba
4124-6,Quarta Feira,Tradicional,Rua,Vasco Balboa,10,Jardim Ipanema,05187-000,Pirituba/Jaraguá,-23.4460211,-46.7482098,painel_prefeitura,Jaragua
4125-4,Quarta Feira,Tradicional,Rua,Ribeirao Do Salto,100,Lausane PauliSanta,02473-020,Santana/Tucuruvi,-23.4787821,-46.6517801,painel_prefeitura,Cachoeirinha
4128-9,Quarta Feira,Tradicional,Rua,Goncalves De Barros,50,Jardim Pirituba,02943-000,Pirituba/Jaraguá,-23.4776095,-46.7269244,painel_prefeitura,Pirituba
4132-7,Quarta Feira,Tradicional,Avenida,Luis Jose Costa (Leandro),50,Cid Tiradentes Cohab,08471-200,Cidade Tiradentes,-23.6014459,-46.4009918,painel_prefeitura,Cidade Tiradentes
4133-5,Quarta Feira,Tradicional,Praça,Antonio Jose De Araujo,60,Palmas Do Tremembe,02344-090,Santana/Tucuruvi,-23.4686714,-46.6090109,painel_prefeitura,Tucuruvi
4134-3,Quarta Feira,Tradicional,Rua,Henry Lacordaire,100,Jardim Santa Francisca,04844-660,Capela do Socorro,-23.7587455,-46.7067687,painel_prefeitura,Grajau
4135-1,Quarta Feira,Tradicional,Rua,Pandia Calogeras,37,Liberdade,01525-020,Sé,-23.5641773,-46.6346077,painel_prefeitura,Liberdade
4136-0,Quarta Feira,Tradicional,Rua,Jose Greef Borba,8,Jardim Nazare,08150-130,Itaim Paulista,-23.51577,-46.4142782,painel_prefeitura,Vila Curuca
4138-6,Quarta Feira,Tradicional,Rua,Rubens De Oliveira,1000,Cocaia,04849-210,Capela do Socorro,-23.7340217,-46.6687363,painel_prefeitura,Grajau
4140-8,Quarta Feira,Tradicional,Rua,Alberto Borges Soveral,20,Parque Novo Santo Amaro,05875-210,M'Boi Mirim,-23.6931259,-46.7825817,painel_prefeitura,Jardim Angela
4153-0,Quarta Feira,Tradicional,Praça,Dona Mariquinha Sciascia,0,Tremembe,02372-050,Jaçanã/Tremembé,-23.4599079,-46.6241774,painel_prefeitura,Tremembe
4154-8,Quarta Feira,Tradicional,Rua,Caramuru,600,Bosque Da Saude,04138-002,Vila Mariana,-23.609405,-46.637122,painel_prefeitura,Saude
4155-6,Quarta Feira,Tradicional,Avenida,Eng Armando De Arruda Pereira,3248,Jabaquara,04325-000,Jabaquara,-23.6542833,-46.6379431,painel_prefeitura,Jabaquara
4156-4,Quarta Feira,Tradicional,Rua,Fernao Cardim,100,Cerqueira Cesar,01403-020,Pinheiros,-23.5694806,-46.6521627,painel_prefeitura,Jardim Paulista
4158-0,Quarta Feira,Tradicional,Avenida,Utaro Kanai C/ Festa Chinesa,546,Jardim São Paulo,08465-000,Guaianases,-23.5656289,-46.3958944,painel_prefeitura,Guaianases
4160-2,Quarta Feira,Tradicional,Rua,Diogo Jose Machado,20,Jardim Itapemirim,08220-690,Itaquera,-23.5356115,-46.4566568,painel_prefeitura,Itaquera
4161-0,Quarta Feira,Tradicional,Rua,Candido De Godoi,20,Vila Brásil,08210-770,Itaquera,-23.5288437,-46.4442564,painel_prefeitura,Itaquera
4162-9,Quarta Feira,Tradicional,Rua,Phobus,50,Jardim Santa Barbara,08340-130,São Mateus,-23.6081295,-46.4654142,painel_prefeitura,Sao Mateus
4163-7,Quarta Feira,Tradicional,Rua,Moises De Corena,940,Cid Tiradentes,08475-170,Cidade Tiradentes,-23.59027,-46.39857,painel_prefeitura,Cidade Tiradentes
4165-3,Quarta Feira,Tradicional,Avenida,Itaim,180,Vila Itaim,08110-840,Itaim Paulista,-23.49248,-46.39056,painel_prefeitura,Itaim Paulista
4166-1,Quarta Feira,Tradicional,Rua,Jeronimo De Barros,15,Cid Lider,08280-180,Itaquera,-23.558028,-46.4759591,painel_prefeitura,Cidade Lider
4168-8,Quarta Feira,Tradicional,Rua,Guabiroba De Minas,26,Jardim Gianetti,08032-560,Itaim Paulista,-23.5225569,-46.4303075,painel_prefeitura,Vila Curuca
4172-6,Quarta Feira,Noturna,Rua,São Goncalo Do Rio Das Pedras,200,Vila Mara,08081-000,São Miguel,-23.4837788,-46.4213747,painel_prefeitura,Jardim Helena
4175-0,Quarta Feira,Orgânica,Avenida,Jose Maria Whitaker,1681,Planalto PauliSanta,04057-000,Vila Mariana,-23.6150371,-46.6435656,painel_prefeitura,Saude
4176-9,Quarta Feira,Tradicional,Praça,Liberdade,5145,Liberdade,01502-001,Sé,-23.5549387,-46.6355915,painel_prefeitura,Se
4181-5,Quarta Feira,Tradicional,Rua,Inacio Moreira,100,Jardim Soares,08460-300,Guaianases,-23.5519675,-46.4011262,painel_prefeitura,Guaianases
4184-0,Quarta Feira,Tradicional,Rua,Dos Guarinos,100,Vila Elisa,02219-160,Vila Maria/Vila Guilherme,-23.4962026,-46.5906736,painel_prefeitura,Vila Medeiros
4186-6,Quarta Feira,Tradicional,Avenida,Elisio Cordeiro De Siqueira,30,Jaridm,05136-000,Pirituba/Jaraguá,-23.5066857,-46.7473848,painel_prefeitura,Sao Domingos
4188-2,Quarta Feira,Tradicional,Rua,Maria Da Costa Bezerra,30,Parelheiros,04850-050,Parelheiros,-23.7941043,-46.7346927,painel_prefeitura,Parelheiros
4189-0,Quarta Feira,Tradicional,Rua,Antonio Gandine,100,Itaquera,08215-290,Itaquera,-23.5415182,-46.4458325,painel_prefeitura,Itaquera
4194-7,Quarta Feira,Tradicional,Praça,Benito Nicoletti,253,Parque Souza Aranha,02517-010,Casa Verde/Cachoeirinha,-23.5075477,-46.6645013,painel_prefeitura,Casa Verde
4198-0,Quarta Feira,Tradicional,Rua,Benedito Galvao,S/N,Vila Carrao,03433-030,Aricanduva/Formosa/Carrão,-23.5600162,-46.5380997,painel_prefeitura,Carrao
4202-1,Quarta Feira,Tradicional,Rua,Ingai,50,Vila Prudente,03132-080,Vila Prudente,-23.5819938,-46.5848599,painel_prefeitura,Vila Prudente
4219-6,Quarta Feira,Tradicional,Praça,Floriano Peixoto,100,Santo Amaro,04750-000,Santo Amaro,-23.6515347,-46.7073477,painel_prefeitura,Santo Amaro
4244-7,Quarta Feira,Tradicional,Rua,Daniel Bernardo,10,Vila Americana,08010-100,São Miguel,-23.4935845,-46.4419626,painel_prefeitura,Sao Miguel
4264-1,Quarta Feira,Tradicional,Rua,Professor Abrahao Berezin,410,Barra Funda,01156-060,Lapa,-23.525882,-46.670498,painel_prefeitura,Barra Funda
